metagenome	level 1	level 2	level 3	function	abundance	avg eValue	avg % ident	avg align len	# hits	
QPX_v15	Clustering-based subsystems	Sulfatases and sulfatase modifying factor 1 (and a hypothetical)	Sulfatases and sulfatase modifying factor 1	Sulfatase	1	-38	62.16	111	1	
mmetsp98	Clustering-based subsystems	Sulfatases and sulfatase modifying factor 1 (and a hypothetical)	Sulfatases and sulfatase modifying factor 1	Sulfatase	2	-23	60.62	77.5	2	
mmetsp992	Clustering-based subsystems	Sulfatases and sulfatase modifying factor 1 (and a hypothetical)	Sulfatases and sulfatase modifying factor 1	Sulfatase	1	-38	62.16	111	1	
mmetsp1002	Clustering-based subsystems	Sulfatases and sulfatase modifying factor 1 (and a hypothetical)	Sulfatases and sulfatase modifying factor 1	Sulfatase	1	-38	62.16	111	1	
mmetsp1433	Clustering-based subsystems	TldD cluster	CBSS-354.1.peg.2917	FIG003879: Predicted amidohydrolase	1	-25	68	75	1	
QPX_v15	Clustering-based subsystems	TldD cluster	CBSS-354.1.peg.2917	FIG003879: Predicted amidohydrolase	1	-25	68	75	1	
mmetsp98	Clustering-based subsystems	TldD cluster	CBSS-354.1.peg.2917	FIG003879: Predicted amidohydrolase	1	-25	68	75	1	
mmetsp992	Clustering-based subsystems	TldD cluster	CBSS-354.1.peg.2917	FIG003879: Predicted amidohydrolase	1	-25	68	75	1	
mmetsp1002	Clustering-based subsystems	TldD cluster	CBSS-354.1.peg.2917	FIG003879: Predicted amidohydrolase	2	-25	68	75	1	
mmetsp1433	Clustering-based subsystems	Translation	CBSS-326442.4.peg.1852	Cytosine deaminase (EC 3.5.4.1)	1	-57	74.65	142	1	
QPX_v15	Clustering-based subsystems	Translation	CBSS-326442.4.peg.1852	Cytosine deaminase (EC 3.5.4.1)	1	-57	74.65	142	1	
mmetsp98	Clustering-based subsystems	Translation	CBSS-326442.4.peg.1852	Cytosine deaminase (EC 3.5.4.1)	1	-57	74.65	142	1	
mmetsp1002	Clustering-based subsystems	Translation	CBSS-326442.4.peg.1852	Cytosine deaminase (EC 3.5.4.1)	1	-57	74.65	142	1	
mmetsp1433	Clustering-based subsystems	Translation	CBSS-326442.4.peg.1852	Seryl-tRNA synthetase (EC 6.1.1.11)	1	-14	63.64	55	1	
QPX_v15	Clustering-based subsystems	Translation	CBSS-326442.4.peg.1852	Seryl-tRNA synthetase (EC 6.1.1.11)	1	-14	63.64	55	1	
mmetsp98	Clustering-based subsystems	Translation	CBSS-326442.4.peg.1852	Seryl-tRNA synthetase (EC 6.1.1.11)	1	-14	63.64	55	1	
mmetsp992	Clustering-based subsystems	Translation	CBSS-326442.4.peg.1852	Seryl-tRNA synthetase (EC 6.1.1.11)	1	-14	63.64	55	1	
mmetsp1002	Clustering-based subsystems	Translation	CBSS-326442.4.peg.1852	Seryl-tRNA synthetase (EC 6.1.1.11)	2	-14	63.64	55	1	
mmetsp1433	Clustering-based subsystems	Translation	CBSS-326442.4.peg.1852	tRNA(Cytosine32)-2-thiocytidine synthetase	1	-61	64	175	1	
mmetsp1002	Clustering-based subsystems	Translation	CBSS-326442.4.peg.1852	tRNA(Cytosine32)-2-thiocytidine synthetase	3	-61	64	175	1	
mmetsp1433	Clustering-based subsystems	Two related proteases	CBSS-257314.1.peg.676	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5)	1	-9	72.97	37	1	
mmetsp98	Clustering-based subsystems	Two related proteases	CBSS-257314.1.peg.676	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5)	1	-9	72.97	37	1	
mmetsp992	Clustering-based subsystems	Two related proteases	CBSS-257314.1.peg.676	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5)	1	-9	72.97	37	1	
mmetsp1002	Clustering-based subsystems	Two related proteases	CBSS-257314.1.peg.676	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5)	1	-9	72.97	37	1	
mmetsp1433	Clustering-based subsystems	recX and regulatory cluster	CBSS-261594.1.peg.788	A/G-specific adenine glycosylase (EC 3.2.2.-)	1	-34	60.17	118	1	
QPX_v15	Clustering-based subsystems	recX and regulatory cluster	CBSS-261594.1.peg.788	A/G-specific adenine glycosylase (EC 3.2.2.-)	1	-34	60.17	118	1	
mmetsp98	Clustering-based subsystems	recX and regulatory cluster	CBSS-261594.1.peg.788	A/G-specific adenine glycosylase (EC 3.2.2.-)	1	-34	60.17	118	1	
QPX_v15	Clustering-based subsystems	tRNA sulfuration	CBSS-89187.3.peg.2957	Glutathione S-transferase, omega (EC 2.5.1.18)	1	-49	60.69	145	1	
mmetsp1433	Clustering-based subsystems	tRNA sulfuration	CBSS-89187.3.peg.2957	Methionyl-tRNA formyltransferase (EC 2.1.2.9)	1	-12	65.45	55	1	
mmetsp98	Clustering-based subsystems	tRNA sulfuration	CBSS-89187.3.peg.2957	Methionyl-tRNA formyltransferase (EC 2.1.2.9)	1	-12	65.45	55	1	
mmetsp992	Clustering-based subsystems	tRNA sulfuration	CBSS-89187.3.peg.2957	Methionyl-tRNA formyltransferase (EC 2.1.2.9)	1	-12	65.45	55	1	
mmetsp1002	Clustering-based subsystems	tRNA sulfuration	CBSS-89187.3.peg.2957	Methionyl-tRNA formyltransferase (EC 2.1.2.9)	1	-12	65.45	55	1	
mmetsp992	Cofactors, Vitamins, Prosthetic Groups, Pigments	0	Thiamin biosynthesis	Hydroxymethylpyrimidine ABC transporter, ATPase component	1	-5	61.54	39	1	
mmetsp1002	Cofactors, Vitamins, Prosthetic Groups, Pigments	0	Thiamin biosynthesis	Hydroxymethylpyrimidine ABC transporter, ATPase component	1	-5	61.54	39	1	
mmetsp1433	Cofactors, Vitamins, Prosthetic Groups, Pigments	0	Thiamin biosynthesis	Hydroxymethylpyrimidine synthesis protein THI5	1	-27	60	90	1	
mmetsp98	Cofactors, Vitamins, Prosthetic Groups, Pigments	0	Thiamin biosynthesis	Hydroxymethylpyrimidine synthesis protein THI5	1	-27	60	90	1	
mmetsp1002	Cofactors, Vitamins, Prosthetic Groups, Pigments	0	Thiamin biosynthesis	Hydroxymethylpyrimidine synthesis protein THI5	1	-27	60	90	1	
mmetsp1433	Cofactors, Vitamins, Prosthetic Groups, Pigments	0	Thiamin biosynthesis	Phosphomethylpyrimidine kinase (EC 2.7.4.7)	1	-24	65.48	84	1	
mmetsp98	Cofactors, Vitamins, Prosthetic Groups, Pigments	0	Thiamin biosynthesis	Phosphomethylpyrimidine kinase (EC 2.7.4.7)	1	-24	65.48	84	1	
mmetsp992	Cofactors, Vitamins, Prosthetic Groups, Pigments	0	Thiamin biosynthesis	Phosphomethylpyrimidine kinase (EC 2.7.4.7)	1	-24	65.48	84	1	
mmetsp1002	Cofactors, Vitamins, Prosthetic Groups, Pigments	0	Thiamin biosynthesis	Phosphomethylpyrimidine kinase (EC 2.7.4.7)	1	-24	65.48	84	1	
mmetsp1433	Cofactors, Vitamins, Prosthetic Groups, Pigments	0	Thiamin biosynthesis	Sulfur carrier protein adenylyltransferase ThiF	1	-9	60.71	56	1	
QPX_v15	Cofactors, Vitamins, Prosthetic Groups, Pigments	0	Thiamin biosynthesis	Sulfur carrier protein adenylyltransferase ThiF	1	-9	60.71	56	1	
mmetsp98	Cofactors, Vitamins, Prosthetic Groups, Pigments	0	Thiamin biosynthesis	Sulfur carrier protein adenylyltransferase ThiF	1	-9	60.71	56	1	
mmetsp1433	Cofactors, Vitamins, Prosthetic Groups, Pigments	0	Thiamin biosynthesis	Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)	1	-5	63.89	36	1	
mmetsp98	Cofactors, Vitamins, Prosthetic Groups, Pigments	0	Thiamin biosynthesis	Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)	1	-5	63.89	36	1	
mmetsp992	Cofactors, Vitamins, Prosthetic Groups, Pigments	0	Thiamin biosynthesis	Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)	1	-5	63.89	36	1	
mmetsp1002	Cofactors, Vitamins, Prosthetic Groups, Pigments	0	Thiamin biosynthesis	Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)	1	-5	63.89	36	1	
mmetsp1433	Cofactors, Vitamins, Prosthetic Groups, Pigments	0	Thiamin biosynthesis	Thiazole biosynthetic enzyme Thi4	1	-53	72.79	136	1	
mmetsp98	Cofactors, Vitamins, Prosthetic Groups, Pigments	0	Thiamin biosynthesis	Thiazole biosynthetic enzyme Thi4	1	-53	72.79	136	1	
mmetsp992	Cofactors, Vitamins, Prosthetic Groups, Pigments	0	Thiamin biosynthesis	Thiazole biosynthetic enzyme Thi4	1	-53	72.79	136	1	
mmetsp1002	Cofactors, Vitamins, Prosthetic Groups, Pigments	0	Thiamin biosynthesis	Thiazole biosynthetic enzyme Thi4	1	-53	72.79	136	1	
mmetsp1433	Cofactors, Vitamins, Prosthetic Groups, Pigments	Biotin	Biotin biosynthesis	3-ketoacyl-CoA thiolase (EC 2.3.1.16)	3	-31.33	66.32	99.67	3	
QPX_v15	Cofactors, Vitamins, Prosthetic Groups, Pigments	Biotin	Biotin biosynthesis	3-ketoacyl-CoA thiolase (EC 2.3.1.16)	2	-33.5	65.25	108	2	
mmetsp98	Cofactors, Vitamins, Prosthetic Groups, Pigments	Biotin	Biotin biosynthesis	3-ketoacyl-CoA thiolase (EC 2.3.1.16)	2	-42.5	65.39	127.5	2	
mmetsp992	Cofactors, Vitamins, Prosthetic Groups, Pigments	Biotin	Biotin biosynthesis	3-ketoacyl-CoA thiolase (EC 2.3.1.16)	2	-42.5	65.39	127.5	2	
mmetsp1002	Cofactors, Vitamins, Prosthetic Groups, Pigments	Biotin	Biotin biosynthesis	3-ketoacyl-CoA thiolase (EC 2.3.1.16)	2	-42.5	65.39	127.5	2	
mmetsp1433	Cofactors, Vitamins, Prosthetic Groups, Pigments	Biotin	Biotin biosynthesis	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62)	1	-6	70.73	41	1	
mmetsp98	Cofactors, Vitamins, Prosthetic Groups, Pigments	Biotin	Biotin biosynthesis	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62)	1	-6	70.73	41	1	
mmetsp992	Cofactors, Vitamins, Prosthetic Groups, Pigments	Biotin	Biotin biosynthesis	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62)	2	-31.5	66.73	101	2	
mmetsp1002	Cofactors, Vitamins, Prosthetic Groups, Pigments	Biotin	Biotin biosynthesis	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62)	2	-31.5	66.73	101	2	
mmetsp1433	Cofactors, Vitamins, Prosthetic Groups, Pigments	Biotin	Biotin biosynthesis	Biotin operon repressor	1	-7	66.67	36	1	
QPX_v15	Cofactors, Vitamins, Prosthetic Groups, Pigments	Biotin	Biotin biosynthesis	Biotin operon repressor	1	-7	66.67	36	1	
mmetsp98	Cofactors, Vitamins, Prosthetic Groups, Pigments	Biotin	Biotin biosynthesis	Biotin operon repressor	1	-7	66.67	36	1	
mmetsp1002	Cofactors, Vitamins, Prosthetic Groups, Pigments	Biotin	Biotin biosynthesis	Biotin operon repressor	1	-7	66.67	36	1	
mmetsp1433	Cofactors, Vitamins, Prosthetic Groups, Pigments	Biotin	Biotin biosynthesis	Biotin synthase (EC 2.8.1.6)	1	-77	65.24	210	1	
QPX_v15	Cofactors, Vitamins, Prosthetic Groups, Pigments	Biotin	Biotin biosynthesis	Biotin synthase (EC 2.8.1.6)	1	-77	65.24	210	1	
mmetsp98	Cofactors, Vitamins, Prosthetic Groups, Pigments	Biotin	Biotin biosynthesis	Biotin synthase (EC 2.8.1.6)	1	-77	65.24	210	1	
mmetsp992	Cofactors, Vitamins, Prosthetic Groups, Pigments	Biotin	Biotin biosynthesis	Biotin synthase (EC 2.8.1.6)	1	-46	74.56	114	1	
mmetsp1002	Cofactors, Vitamins, Prosthetic Groups, Pigments	Biotin	Biotin biosynthesis	Biotin synthase (EC 2.8.1.6)	2	-29	64.75	90	2	
mmetsp1433	Cofactors, Vitamins, Prosthetic Groups, Pigments	Biotin	Biotin biosynthesis	Biotin-protein ligase (EC 6.3.4.15)	2	-9	63.15	44	2	
QPX_v15	Cofactors, Vitamins, Prosthetic Groups, Pigments	Biotin	Biotin biosynthesis	Biotin-protein ligase (EC 6.3.4.15)	1	-7	66.67	36	1	
mmetsp98	Cofactors, Vitamins, Prosthetic Groups, Pigments	Biotin	Biotin biosynthesis	Biotin-protein ligase (EC 6.3.4.15)	1	-7	66.67	36	1	
mmetsp1002	Cofactors, Vitamins, Prosthetic Groups, Pigments	Biotin	Biotin biosynthesis	Biotin-protein ligase (EC 6.3.4.15)	2	-9	63.15	44	2	
mmetsp1433	Cofactors, Vitamins, Prosthetic Groups, Pigments	Biotin	Biotin biosynthesis	Dethiobiotin synthetase (EC 6.3.3.3)	1	-6	70.73	41	1	
mmetsp98	Cofactors, Vitamins, Prosthetic Groups, Pigments	Biotin	Biotin biosynthesis	Dethiobiotin synthetase (EC 6.3.3.3)	1	-6	70.73	41	1	
mmetsp992	Cofactors, Vitamins, Prosthetic Groups, Pigments	Biotin	Biotin biosynthesis	Dethiobiotin synthetase (EC 6.3.3.3)	1	-6	70.73	41	1	
mmetsp1002	Cofactors, Vitamins, Prosthetic Groups, Pigments	Biotin	Biotin biosynthesis	Dethiobiotin synthetase (EC 6.3.3.3)	1	-6	70.73	41	1	
mmetsp1433	Cofactors, Vitamins, Prosthetic Groups, Pigments	Biotin	Biotin biosynthesis	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	10	-19.27	66.14	70.09	10	
QPX_v15	Cofactors, Vitamins, Prosthetic Groups, Pigments	Biotin	Biotin biosynthesis	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	12	-13.57	65.38	55.5	11	
mmetsp98	Cofactors, Vitamins, Prosthetic Groups, Pigments	Biotin	Biotin biosynthesis	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	13	-16.23	64.11	63.31	13	
mmetsp992	Cofactors, Vitamins, Prosthetic Groups, Pigments	Biotin	Biotin biosynthesis	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	7	-22.89	64.85	81.44	6	
mmetsp1002	Cofactors, Vitamins, Prosthetic Groups, Pigments	Biotin	Biotin biosynthesis	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	10	-20.69	64.63	74.23	10	
mmetsp1433	Cofactors, Vitamins, Prosthetic Groups, Pigments	Coenzyme A	Coenzyme A Biosynthesis	3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11)	1	-54	62.94	170	1	
mmetsp98	Cofactors, Vitamins, Prosthetic Groups, Pigments	Coenzyme A	Coenzyme A Biosynthesis	3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11)	1	-54	62.94	170	1	
mmetsp992	Cofactors, Vitamins, Prosthetic Groups, Pigments	Coenzyme A	Coenzyme A Biosynthesis	3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11)	1	-54	62.94	170	1	
mmetsp1002	Cofactors, Vitamins, Prosthetic Groups, Pigments	Coenzyme A	Coenzyme A Biosynthesis	3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11)	1	-31	63.06	111	1	
mmetsp1433	Cofactors, Vitamins, Prosthetic Groups, Pigments	Coenzyme A	Coenzyme A Biosynthesis	Ketol-acid reductoisomerase (EC 1.1.1.86)	1	-136	68.36	335	1	
QPX_v15	Cofactors, Vitamins, Prosthetic Groups, Pigments	Coenzyme A	Coenzyme A Biosynthesis	Ketol-acid reductoisomerase (EC 1.1.1.86)	1	-143	68.77	349	1	
mmetsp98	Cofactors, Vitamins, Prosthetic Groups, Pigments	Coenzyme A	Coenzyme A Biosynthesis	Ketol-acid reductoisomerase (EC 1.1.1.86)	1	-143	68.77	349	1	
mmetsp992	Cofactors, Vitamins, Prosthetic Groups, Pigments	Coenzyme A	Coenzyme A Biosynthesis	Ketol-acid reductoisomerase (EC 1.1.1.86)	1	-143	68.77	349	1	
mmetsp1002	Cofactors, Vitamins, Prosthetic Groups, Pigments	Coenzyme A	Coenzyme A Biosynthesis	Ketol-acid reductoisomerase (EC 1.1.1.86)	1	-143	68.77	349	1	
mmetsp1433	Cofactors, Vitamins, Prosthetic Groups, Pigments	Coenzyme A	Coenzyme A Biosynthesis	Pantoate--beta-alanine ligase (EC 6.3.2.1)	1	-29	63.44	93	1	
QPX_v15	Cofactors, Vitamins, Prosthetic Groups, Pigments	Coenzyme A	Coenzyme A Biosynthesis	Pantoate--beta-alanine ligase (EC 6.3.2.1)	1	-29	63.44	93	1	
mmetsp98	Cofactors, Vitamins, Prosthetic Groups, Pigments	Coenzyme A	Coenzyme A Biosynthesis	Pantoate--beta-alanine ligase (EC 6.3.2.1)	1	-29	63.44	93	1	
mmetsp1002	Cofactors, Vitamins, Prosthetic Groups, Pigments	Coenzyme A	Coenzyme A Biosynthesis	Pantoate--beta-alanine ligase (EC 6.3.2.1)	1	-29	63.44	93	1	
mmetsp1433	Cofactors, Vitamins, Prosthetic Groups, Pigments	Coenzyme A	Coenzyme A Biosynthesis	Pantothenate kinase type II, eukaryotic (EC 2.7.1.33)	1	-10	67.39	46	1	
mmetsp98	Cofactors, Vitamins, Prosthetic Groups, Pigments	Coenzyme A	Coenzyme A Biosynthesis	Pantothenate kinase type II, eukaryotic (EC 2.7.1.33)	1	-10	67.39	46	1	
mmetsp1002	Cofactors, Vitamins, Prosthetic Groups, Pigments	Coenzyme A	Coenzyme A Biosynthesis	Pantothenate kinase type II, eukaryotic (EC 2.7.1.33)	1	-10	67.39	46	1	
mmetsp1433	Cofactors, Vitamins, Prosthetic Groups, Pigments	Coenzyme A	Coenzyme A Biosynthesis	Phosphopantothenoylcysteine decarboxylase (EC 4.1.1.36)	1	-27	67.5	80	1	
QPX_v15	Cofactors, Vitamins, Prosthetic Groups, Pigments	Coenzyme A	Coenzyme A Biosynthesis	Phosphopantothenoylcysteine decarboxylase (EC 4.1.1.36)	1	-5	83.33	30	1	
mmetsp98	Cofactors, Vitamins, Prosthetic Groups, Pigments	Coenzyme A	Coenzyme A Biosynthesis	Phosphopantothenoylcysteine decarboxylase (EC 4.1.1.36)	1	-27	67.5	80	1	
mmetsp992	Cofactors, Vitamins, Prosthetic Groups, Pigments	Coenzyme A	Coenzyme A Biosynthesis	Phosphopantothenoylcysteine decarboxylase (EC 4.1.1.36)	2	-11	73.72	39	2	
mmetsp1002	Cofactors, Vitamins, Prosthetic Groups, Pigments	Coenzyme A	Coenzyme A Biosynthesis	Phosphopantothenoylcysteine decarboxylase (EC 4.1.1.36)	2	-16.5	69.47	54	2	
mmetsp1433	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	1	-18	61.76	68	1	
QPX_v15	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	1	-18	61.76	68	1	
mmetsp98	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	1	-18	61.76	68	1	
mmetsp992	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	1	-18	61.76	68	1	
mmetsp1002	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	1	-18	61.76	68	1	
mmetsp1433	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	Alcohol dehydrogenase (EC 1.1.1.1)	2	-20.5	63	75	2	
QPX_v15	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	Alcohol dehydrogenase (EC 1.1.1.1)	2	-35	65.28	110	2	
mmetsp98	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	Alcohol dehydrogenase (EC 1.1.1.1)	2	-27.33	60.41	97.67	2	
QPX_v15	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	Alternative dihydrofolate reductase 2	1	-15	74	50	1	
mmetsp1433	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	Butyryl-CoA dehydrogenase (EC 1.3.99.2)	2	-37.67	61.74	122.67	2	
mmetsp98	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	Butyryl-CoA dehydrogenase (EC 1.3.99.2)	2	-37.67	61.74	122.67	2	
mmetsp1002	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	Butyryl-CoA dehydrogenase (EC 1.3.99.2)	2	-37.67	61.74	122.67	2	
mmetsp1433	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)	1	-26	67.47	83	1	
QPX_v15	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)	1	-10	60.38	53	1	
mmetsp98	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)	1	-26	67.47	83	1	
mmetsp992	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)	2	-25.5	65.65	88.5	2	
mmetsp1002	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)	1	-26	67.47	83	1	
mmetsp1433	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	Dihydrolipoamide dehydrogenase (EC 1.8.1.4)	1	-75	66.67	201	1	
mmetsp98	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	Dihydrolipoamide dehydrogenase (EC 1.8.1.4)	1	-75	66.67	201	1	
mmetsp1002	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	Dihydrolipoamide dehydrogenase (EC 1.8.1.4)	1	-75	66.67	201	1	
mmetsp1433	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	Formate--tetrahydrofolate ligase (EC 6.3.4.3)	1	-77	69.71	208	1	
mmetsp992	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	Formate--tetrahydrofolate ligase (EC 6.3.4.3)	1	-77	69.71	208	1	
mmetsp1002	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	Formate--tetrahydrofolate ligase (EC 6.3.4.3)	1	-77	69.71	208	1	
mmetsp1433	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	1	-104	70.54	258	1	
QPX_v15	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	1	-104	70.54	258	1	
